@RELATION detection
@ATTRIBUTE area NUMERIC
@ATTRIBUTE min_axis NUMERIC
@ATTRIBUTE max_axis NUMERIC
@ATTRIBUTE intensity NUMERIC
@ATTRIBUTE rel_mean_depth NUMERIC
@ATTRIBUTE rel_max_depth NUMERIC
@ATTRIBUTE valid_depth_readings NUMERIC
@ATTRIBUTE class {M20_horizontal, R20_horizontal, F20_20_G_horizontal, F20_20_B_horizontal, V20_horizontal, M20_100_horizontal, S40_40_G_horizontal, S40_40_B_horizontal, M30_horizontal}
@DATA
541.0,25.0,27.0,121.303738318,0.000441009642198,0.00561494884952,115,M20_horizontal
409.0,18.0,27.0,68.2941176471,0.00052202300978,0.00288969656111,68,M20_horizontal
558.5,25.4558441227,28.2842712475,86.1945701357,0.681087300536,0.681087300536,0,M20_horizontal
434.5,20.0,27.0,63.2112676056,-0.000134057771592,0.000185938108535,75,M20_horizontal
575.5,25.0,26.0,101.62890625,0.000162910059339,0.00122539638007,128,M20_horizontal
210.5,16.0,17.0,41.7727272727,0.000273014250256,0.000273014250256,3,M20_horizontal
431.0,19.9248588452,26.2488094968,70.9007092199,-6.30750755053e-05,0.00170112985304,123,M20_horizontal
358.0,16.6433169771,27.7848879789,53.75,-0.000327074689668,0.000635875875528,54,M20_horizontal
296.0,16.0,23.0,38.1384615385,-0.000322912043581,-0.000322912043581,8,M20_horizontal
528.0,23.0,28.0,120.086956522,0.000316621383793,0.00181304744813,139,M20_horizontal
494.5,22.803508502,28.4253408071,117.488372093,0.00215815487749,0.0168510846635,127,M20_horizontal
484.0,21.0237960416,28.6356421266,102.208588957,-0.000551862421699,0.000279846628017,101,M20_horizontal
522.5,24.0,27.0,79.535,0.000227652869167,0.00252565784376,151,M20_horizontal
549.5,24.4131112315,27.2029410175,84.4952830189,-1.584523113e-05,0.000964274600385,151,M20_horizontal
485.0,20.0,28.0,77.9153439153,-0.000343230471097,0.000118302048317,117,M20_horizontal
502.5,22.0,27.0,78.2030456853,0.000631876067056,0.00360729254366,122,M20_horizontal
571.5,25.4558441227,27.5862284483,84.1184210526,-0.000530391418698,8.3981314674e-05,153,M20_horizontal
507.0,21.9544984001,29.5296461205,116.747191011,0.000600068357018,0.00199180731744,97,M20_horizontal
393.5,17.1172427686,27.1661554144,120.466101695,0.00102546585981,0.00328154818526,82,M20_horizontal
483.5,21.8403296678,27.2029410175,76.4101123596,-0.000515203578498,0.000675260123386,126,M20_horizontal
568.5,26.4007575649,26.83281573,110.389380531,0.000351619499304,0.00247159792719,125,M20_horizontal
588.5,26.0,28.0,81.75,0.681183595327,0.681183595327,0,M20_horizontal
337.0,16.9705627485,25.4558441227,93.2763157895,-0.000209755286938,0.000424382890143,41,M20_horizontal
515.0,24.0,25.0,95.9086538462,0.681319919683,0.681319919683,0,M20_horizontal
566.5,26.0,26.0,84.2133891213,0.000756123344156,0.00608263525271,147,M20_horizontal
503.5,24.0,26.0,76.8010471204,0.681441670159,0.681441670159,0,M20_horizontal
593.5,26.0,27.0,75.4085603113,0.682589290161,0.682589290161,0,M20_horizontal
592.0,25.4558441227,29.0,90.6363636364,-0.000115510989458,0.00127113782443,150,M20_horizontal
641.5,28.0,28.0,97.7703180212,0.00100052334142,0.00414584057801,117,M20_horizontal
558.0,25.0,26.0,85.5358649789,0.680772538923,0.680772538923,0,M20_horizontal
541.5,26.0,26.0,91.1355140187,0.00228733322222,0.0124697489364,148,M20_horizontal
495.0,23.0,26.0,102.232804233,0.00099379586555,0.00300210383909,120,M20_horizontal
575.0,25.0,27.0,110.781376518,-0.000240054664564,0.00290524983598,117,M20_horizontal
550.5,24.6981780705,27.8567765544,122.825112108,-0.000290810547235,0.00112903442594,131,M20_horizontal
534.0,24.0,27.0,87.087962963,0.00333422411659,0.0145041575323,153,M20_horizontal
580.0,25.4558441227,28.2842712475,85.6666666667,-0.000282793129238,0.000160154188052,149,M20_horizontal
512.5,20.6155281281,30.083217913,111.016216216,0.000191876498907,0.00132229776422,115,M20_horizontal
478.5,21.400934559,26.4007575649,72.602484472,0.00111923003243,0.00261926588653,94,M20_horizontal
500.5,21.0,27.0,115.083333333,-0.000103073292657,0.000370604819373,133,M20_horizontal
558.0,24.3515913238,29.7321374946,111.976851852,0.000248335600733,0.00133787514642,134,M20_horizontal
553.0,26.0,26.0,101.163716814,0.000491691919984,0.00336489730304,142,M20_horizontal
579.0,25.0,28.0,83.4567901235,0.681051586001,0.681051586001,0,M20_horizontal
550.5,25.4558441227,26.8700576851,71.287037037,0.000325549760357,0.00277776685026,157,M20_horizontal
511.5,23.0,27.0,77.3928571429,-8.32335438048e-05,0.00193279342992,125,M20_horizontal
413.5,19.0,25.0,81.3931034483,0.000138810965548,0.00178880879594,100,M20_horizontal
557.0,25.0,26.0,90.2170212766,0.678489753702,0.678489753702,0,M20_horizontal
485.5,23.0,26.0,89.2752808989,-0.000650270073901,0.00104267548905,127,M20_horizontal
578.5,26.0,26.0,82.2142857143,0.6830403258,0.6830403258,0,M20_horizontal
472.0,24.0,25.0,104.305389222,-7.19166659457e-06,0.000810979617821,143,M20_horizontal
513.0,22.0,27.0,83.231884058,0.000432618924067,0.00156593766618,135,M20_horizontal
524.5,20.0,41.0,55.2321428571,0.0357900018037,0.0515161920414,168,M20_horizontal
589.5,26.0,27.0,109.114173228,0.000188684270429,0.00119642877863,129,M20_horizontal
417.0,21.0,25.0,91.2727272727,-0.00055451295304,0.0011696027804,87,M20_horizontal
606.0,26.0,29.0,112.992094862,0.00197370652751,0.0200961695268,147,M20_horizontal
553.0,26.0,26.0,102.473214286,0.000628231457805,0.00277821371152,120,M20_horizontal
540.5,23.0,28.0,118.235294118,0.000536708833242,0.00389548562101,131,M20_horizontal
304.5,15.8113883008,26.6270539114,62.7818181818,0.00013784537638,0.000716785291084,19,M20_horizontal
1051.5,28.3019433962,43.2666153056,6.37057728119,0.0270991349964,0.0294114892431,525,R20_horizontal
951.5,28.7923600978,39.2173431023,14.0691056911,0.0268958290153,0.0365827984177,492,R20_horizontal
936.5,25.4558441227,40.3112887415,19.6802721088,0.0280330355501,0.0336592100738,420,R20_horizontal
926.0,28.6356421266,36.8781778292,13.1673469388,0.0272331090875,0.0315632969141,427,R20_horizontal
1018.0,27.8567765544,41.4366987102,15.0667903525,0.0273460893223,0.0292996924864,539,R20_horizontal
981.5,28.0,41.0,19.5891181989,0.0268367275276,0.0313528613011,527,R20_horizontal
911.5,25.079872408,41.1946598481,10.8377823409,0.0267987587199,0.029950679623,474,R20_horizontal
920.5,27.0739727414,41.1096095822,23.4138655462,0.0272668386599,0.0294390806021,476,R20_horizontal
1003.0,28.3019433962,41.6773319683,23.5450980392,0.02639096707,0.0290744370293,477,R20_horizontal
986.5,27.7308492477,42.0475920833,19.8174603175,0.0271660248464,0.0299457552203,504,R20_horizontal
981.5,29.0,39.0,13.1346863469,0.0277170110785,0.0313461374205,542,R20_horizontal
984.5,28.3019433962,41.6773319683,22.0304259635,0.0273378014604,0.0292127774585,432,R20_horizontal
946.0,27.4590604355,40.6078810085,23.6847389558,0.0272753548891,0.0312104557134,493,R20_horizontal
987.0,28.319604517,41.8688428309,7.53939393939,0.0266236006831,0.0308867739139,494,R20_horizontal
913.0,26.9258240357,40.5215991787,24.8595387841,0.0266713623111,0.0294090688422,469,R20_horizontal
968.0,27.0185121722,41.8688428309,7.03719008264,0.0267670620972,0.0302515202258,450,R20_horizontal
951.0,26.0,42.0,23.9352941176,0.0275160274916,0.0296826677827,510,R20_horizontal
1020.0,28.4429253067,40.7921561087,7.13604240283,0.0260451423552,0.0297546904534,544,R20_horizontal
997.5,27.0185121722,40.049968789,8.62857142857,0.0267102131326,0.0301535994399,530,R20_horizontal
998.0,29.1547594742,40.3112887415,10.8895027624,0.0270016924223,0.0308359211311,543,R20_horizontal
967.0,27.4590604355,40.6078810085,23.6803921569,0.0270550246171,0.0291984186508,509,R20_horizontal
959.0,26.2488094968,42.5205832509,19.0258064516,0.0268504165048,0.0295148584992,456,R20_horizontal
931.5,26.5706605112,42.7200187266,21.2972399151,0.0273411278202,0.0294812281616,471,R20_horizontal
977.0,27.4590604355,43.0116263352,19.2860082305,0.0270360661129,0.0316175697815,454,R20_horizontal
935.0,27.2029410175,39.8497176903,12.9405737705,0.0273777975952,0.0316408099253,422,R20_horizontal
1051.0,28.0178514522,41.8807831827,33.8239700375,0.0273963539719,0.0296519680626,532,R20_horizontal
1051.5,28.1780056072,43.4165866922,26.8956043956,0.0267601400634,0.029026164565,515,R20_horizontal
1017.5,28.2842712475,40.3112887415,22.1133603239,0.0268426595049,0.0313636492938,405,R20_horizontal
1011.5,27.892651362,41.4849370254,22.9508196721,0.0269166008377,0.0291898149399,549,R20_horizontal
989.0,27.0185121722,42.0119030752,5.02916666667,0.0265487813959,0.0303691860375,451,R20_horizontal
934.5,25.495097568,41.7731971484,7.45858585859,0.0272018477095,0.0288301147521,495,R20_horizontal
980.0,27.4590604355,41.8807831827,24.4989384289,0.0264510865933,0.028382255934,465,R20_horizontal
1012.0,29.6816441593,41.0487515035,14.0842911877,0.0273583763512,0.0307395790837,522,R20_horizontal
1008.0,29.6984848098,40.3112887415,21.852,0.0265468913778,0.0293052124596,389,R20_horizontal
1038.0,27.6586333719,41.0365690574,22.8102766798,0.027276419405,0.0293173954058,439,R20_horizontal
1040.0,28.0713376952,41.0487515035,23.7169179229,0.0267190299991,0.0312009632022,581,R20_horizontal
998.0,28.319604517,40.3608721412,22.3218623482,0.0272848173956,0.0312691306367,446,R20_horizontal
1065.5,28.319604517,41.7731971484,19.3962616822,0.0278591935911,0.0290280873521,521,R20_horizontal
976.5,26.83281573,42.4852915725,22.4282828283,0.0268353753382,0.0288313120065,495,R20_horizontal
886.5,24.3310501212,39.3192065027,18.8173913043,0.02689806676,0.02871549453,460,R20_horizontal
1005.0,29.0,39.0,17.7115044248,0.0280890581574,0.0320624833306,565,R20_horizontal
1028.0,27.2946881279,42.0594816896,15.4171428571,0.0263723208122,0.0308270191037,519,R20_horizontal
994.5,28.0713376952,41.0487515035,13.6149635036,0.0283750958185,0.0313148809762,548,R20_horizontal
961.5,27.2946881279,41.6773319683,22.7936842105,0.027283189802,0.0296279882272,464,R20_horizontal
985.0,26.4007575649,41.629316593,29.2594059406,0.0269094886472,0.0306174715599,476,R20_horizontal
967.5,26.9258240357,41.4849370254,6.88128772636,0.0278937695575,0.0300030835518,485,R20_horizontal
974.5,27.0185121722,40.0,23.2933618844,0.0272782568589,0.0296162554864,426,R20_horizontal
963.0,27.6586333719,41.0,9.99611650485,0.0275348421229,0.0299620084182,515,R20_horizontal
956.0,26.0,42.1544778167,24.2678936605,0.0270149122734,0.0296836167022,483,R20_horizontal
880.5,25.2982212813,39.8497176903,21.5639269406,0.0272636479395,0.0293826556666,437,R20_horizontal
1073.5,28.6356421266,43.8634243989,28.3800350263,0.0273122414197,0.0302093220485,476,R20_horizontal
947.5,25.9422435421,42.0594816896,19.8896103896,0.026893360693,0.0294924473547,454,R20_horizontal
954.5,25.495097568,41.7731971484,23.997995992,0.0270043626321,0.0310781401582,488,R20_horizontal
1061.5,27.7848879789,43.5660418216,32.9146567718,0.0276187197436,0.030539738353,532,R20_horizontal
948.5,26.0,40.0,23.8355640535,0.0270137124171,0.0293980040833,523,R20_horizontal
950.0,26.0,41.0,23.8992248062,0.0263967709187,0.0292727077356,516,R20_horizontal
958.5,26.0,39.0,9.34678899083,0.0267358434449,0.0301733345787,544,R20_horizontal
1023.5,27.892651362,42.201895692,27.3339350181,0.0279004247878,0.0329755981703,532,R20_horizontal
1023.0,29.0688837075,42.4852915725,22.1016949153,0.0271694945636,0.0301164377981,471,R20_horizontal
952.5,26.4007575649,41.629316593,23.1299790356,0.0265676641883,0.0293292862068,474,R20_horizontal
929.0,28.0178514522,40.2243707222,4.62030905077,0.0275343643389,0.0320030812447,431,R20_horizontal
1001.0,31.0483493925,39.5600808897,6.35483870968,0.0266731487151,0.030103656486,511,R20_horizontal
957.5,27.2029410175,39.2173431023,14.2571428571,0.0269613841128,0.0296049519086,404,R20_horizontal
1055.0,29.0688837075,42.4852915725,28.3745583039,0.027642882274,0.0322410647003,443,R20_horizontal
986.5,27.6586333719,41.1096095822,22.6422594142,0.0270826542774,0.0295566630571,443,R20_horizontal
928.0,26.6833281283,40.7921561087,20.6239495798,0.0273103842308,0.0294952310527,476,R20_horizontal
1044.0,28.4429253067,40.7921561087,12.4888123924,0.028303756181,0.0316759365392,575,R20_horizontal
984.0,28.0,39.0,24.6028880866,0.026935089423,0.0324026004641,554,R20_horizontal
964.5,27.6586333719,41.0,28.0760233918,0.0276798113805,0.0315784481361,513,R20_horizontal
1025.0,29.6984848098,39.5979797464,24.6337209302,0.0263151612533,0.0292863239383,451,R20_horizontal
905.5,26.0,39.0,21.7607361963,0.0269127384627,0.0292583139737,489,R20_horizontal
992.5,26.0192236625,41.0487515035,25.8471223022,0.0270003198975,0.0320689165248,554,R20_horizontal
1002.5,28.6530975638,43.9089968002,23.0519230769,0.0270906525943,0.0302545372621,476,R20_horizontal
1034.0,27.5862284483,42.4264068712,26.8532289628,0.0272082241473,0.0314971714873,443,R20_horizontal
986.5,27.2029410175,41.1096095822,20.1848249027,0.0276652196037,0.0296630859375,474,R20_horizontal
1027.5,30.5286750449,41.3400532172,5.67717996289,0.0271828817198,0.0318303918909,539,R20_horizontal
972.0,28.2842712475,39.5979797464,12.4487179487,0.0269593334036,0.0310426447321,468,R20_horizontal
915.0,25.0199920064,40.049968789,24.6285714286,0.026948893508,0.0295427408265,490,R20_horizontal
993.0,29.206163733,40.0,14.0735586481,0.0263166329886,0.0294896048449,503,R20_horizontal
999.0,30.0665927567,40.1123422403,11.1449275362,0.0269911165353,0.0297863905943,552,R20_horizontal
941.5,28.0,40.0,20.2911646586,0.0264125126295,0.0293749789588,480,R20_horizontal
1031.0,28.8444102037,41.8807831827,12.2404580153,0.0274540435271,0.030077036037,504,R20_horizontal
1002.5,27.5862284483,42.4499705536,26.4969450102,0.0275803864778,0.0314200713711,368,R20_horizontal
985.5,26.0,40.0,9.61061946903,0.0270097872457,0.0312203839421,565,R20_horizontal
1072.0,28.231188427,41.2310562562,19.4438502674,0.027158544718,0.0307212475388,558,R20_horizontal
1020.5,29.4108823397,41.0487515035,14.5977011494,0.0261719557893,0.0312294062446,522,R20_horizontal
1012.5,28.2842712475,40.3112887415,4.48484848485,0.0262009601028,0.0296307621502,470,R20_horizontal
980.5,28.319604517,40.3608721412,22.5574112735,0.0269045732144,0.029363749568,429,R20_horizontal
1015.0,27.6586333719,41.0,10.5163043478,0.0276025996268,0.029566352934,552,R20_horizontal
983.0,28.6006992922,42.0119030752,24.8527607362,0.0277832266185,0.0296339265825,489,R20_horizontal
951.5,27.0,41.0,23.909270217,0.0271778747273,0.0295063873323,487,R20_horizontal
1035.5,27.8028775489,42.201895692,6.1431372549,0.0271608444231,0.0313196150925,485,R20_horizontal
950.5,27.2029410175,41.400483089,28.5252747253,0.0267407466398,0.028494048775,454,R20_horizontal
971.5,27.0,40.0,23.5231910946,0.0269951631348,0.0329821328451,538,R20_horizontal
951.0,26.0,41.0,24.0441458733,0.0269767787071,0.0284431728643,521,R20_horizontal
924.0,26.0,39.0,26.7061143984,0.026775704973,0.0314650112391,486,R20_horizontal
992.5,26.0768096208,43.5660418216,23.6219512195,0.0265966393998,0.029410270733,483,R20_horizontal
999.5,28.3019433962,40.8166632639,7.17357001972,0.0270504139308,0.028935996993,507,R20_horizontal
914.5,26.0,42.5440947724,4.8690744921,0.0279542133061,0.0304907772828,438,R20_horizontal
1038.5,29.0,40.0,19.5699831366,0.0268690571189,0.0320759490132,580,R20_horizontal
1007.5,26.6270539114,43.2666153056,28.0882352941,0.0265877442617,0.0291602935861,510,R20_horizontal
1101.5,29.6984848098,41.0121933088,24.35,0.026720925616,0.0291166534026,470,R20_horizontal
1023.0,28.1602556807,41.3037528561,12.7662565905,0.0281506299112,0.0323421837762,569,R20_horizontal
1012.0,28.0,39.0,14.5523156089,0.0276096563707,0.0307142909665,583,R20_horizontal
1001.0,27.7308492477,43.382023927,23.396484375,0.0266529375726,0.0279925470906,477,R20_horizontal
962.5,26.9258240357,42.1544778167,22.7166324435,0.0274631504926,0.0313308073617,476,R20_horizontal
1021.5,28.6530975638,41.1825205639,14.5037735849,0.0270987525766,0.0291964441893,522,R20_horizontal
1042.5,30.0,41.0,19.4219554031,0.0265791733266,0.0312361248113,583,R20_horizontal
1042.5,28.0,42.0,23.5891341256,0.026789020127,0.0312406393699,589,R20_horizontal
895.5,26.0,40.3112887415,22.9864253394,0.0273163179591,0.0314746957414,442,R20_horizontal
988.5,27.5136329844,42.0594816896,22.8486590038,0.0272076508247,0.0332746792723,522,R20_horizontal
882.5,25.0,38.0,12.29375,0.0267903635077,0.0298698837422,478,R20_horizontal
1035.0,29.6984848098,40.3112887415,10.8208092486,0.0263045812181,0.0297572125477,517,R20_horizontal
1013.0,28.2842712475,41.0121933088,22.2090163934,0.0269018028099,0.0322713074698,433,R20_horizontal
975.0,27.0,39.0,23.3405797101,0.0267250249649,0.0292582052123,542,R20_horizontal
1009.5,26.9258240357,43.0464865001,22.7370517928,0.0272841986468,0.0291666490422,502,R20_horizontal
968.0,26.1725046566,42.1900462195,28.1868978805,0.027750216524,0.0324414523342,502,R20_horizontal
958.5,26.0,42.0,24.1467181467,0.0274420441478,0.0295945282739,518,R20_horizontal
1015.5,27.7848879789,42.1900462195,32.768172888,0.0277660272649,0.0296206204004,509,R20_horizontal
999.0,26.9258240357,43.0464865001,23.2539370079,0.0272206371743,0.0317589373638,470,R20_horizontal
899.5,26.0,40.0,20.8686440678,0.0267366574667,0.0293404404074,472,R20_horizontal
986.0,27.8567765544,43.4626276242,14.993852459,0.0259809181266,0.0283603238709,485,R20_horizontal
918.0,25.0,40.0,21.378,0.0268696760535,0.0292516472936,500,R20_horizontal
874.0,24.0,40.0,15.776344086,0.027060886958,0.0294831250165,450,R20_horizontal
990.0,26.9258240357,42.1900462195,29.3727087576,0.0267113393109,0.0298838263925,487,R20_horizontal
951.0,26.2488094968,41.1096095822,23.787628866,0.0268253842252,0.0294490525568,481,R20_horizontal
1055.5,27.7308492477,43.382023927,23.2504537205,0.0274681837547,0.0296424180269,505,R20_horizontal
1018.0,27.4590604355,41.3400532172,19.4266144814,0.0268391154993,0.0296031742595,479,R20_horizontal
977.5,26.9258240357,41.6773319683,4.622406639,0.0272335549294,0.0300014760523,474,R20_horizontal
948.5,26.8700576851,41.0121933088,19.174392936,0.0274265802497,0.0315729274991,410,R20_horizontal
997.5,28.8444102037,41.6173040934,14.347826087,0.0264348142868,0.0313794580066,506,R20_horizontal
1021.5,27.5136329844,41.1096095822,12.0803738318,0.0277523563962,0.0297261704469,535,R20_horizontal
961.5,27.4590604355,39.8120584748,11.7811900192,0.0265109810516,0.0294583511467,513,R20_horizontal
980.0,26.9258240357,41.4849370254,20.0872093023,0.0270605875763,0.0286419641824,516,R20_horizontal
937.0,27.0185121722,37.0540146273,9.13575525813,0.0262435058401,0.0301383321484,523,R20_horizontal
