@RELATION detection
@ATTRIBUTE area NUMERIC
@ATTRIBUTE min_axis NUMERIC
@ATTRIBUTE max_axis NUMERIC
@ATTRIBUTE intensity NUMERIC
@ATTRIBUTE rel_mean_depth NUMERIC
@ATTRIBUTE rel_max_depth NUMERIC
@ATTRIBUTE valid_depth_readings NUMERIC
@ATTRIBUTE class {M20_horizontal, R20_horizontal, F20_20_G_horizontal, F20_20_B_horizontal, V20_horizontal, M20_100_horizontal, S40_40_G_horizontal, S40_40_B_horizontal, M30_horizontal}
@DATA
872.0,31.0,35.0,74.5512528474,0.00138540000638,0.0040362172417,126,M20_horizontal
835.5,30.0,35.0,78.9051094891,-8.43332012493e-05,0.00313168476025,250,M20_horizontal
835.5,31.0,33.0,81.369928401,-0.000337290715938,0.00315542378136,274,M20_horizontal
842.5,29.0,35.0,79.1077283372,0.000182010374368,0.00287142703578,264,M20_horizontal
849.0,30.0,34.0,79.4459770115,0.00114217800788,0.00181416935615,125,M20_horizontal
870.5,30.0,36.0,95.8063781321,0.0004151298158,0.0032467310758,285,M20_horizontal
888.5,31.0,36.0,86.5088888889,0.00136280168043,0.00390906960933,108,M20_horizontal
867.5,28.6356421266,37.8549864615,89.9726027397,0.000150085650691,0.00102959239953,83,M20_horizontal
851.5,29.0688837075,37.0540146273,99.2137767221,0.000553074917461,0.0131233651191,249,M20_horizontal
860.5,31.0,34.0,78.880733945,0.000274830398853,0.00578449129657,310,M20_horizontal
1012.5,19.0,90.0,64.8063660477,-0.00180653580366,0.0258164735912,374,M20_horizontal
852.0,29.0,36.0,100.673659674,-0.000121648325978,0.00245667338371,83,M20_horizontal
883.0,29.1204395571,38.3275357935,103.997742664,0.00212957725951,0.0197516360453,254,M20_horizontal
834.5,31.0,33.0,81.5131264916,-0.000210537111322,0.000883433766462,266,M20_horizontal
894.5,31.0,36.0,99.9276315789,0.000671746401129,0.0147094463373,292,M20_horizontal
870.5,31.0,35.0,91.2938496583,0.000133207383892,0.00241121277213,277,M20_horizontal
871.0,32.0,34.0,82.5363636364,-5.20234269307e-05,0.00492691567966,285,M20_horizontal
829.5,30.0,34.0,75.9082125604,-2.10076455444e-05,0.00110639188741,259,M20_horizontal
857.5,30.0,35.0,91.8551724138,0.00134523051126,0.00279164046049,112,M20_horizontal
855.5,30.0,35.0,99.0185185185,0.000796483942756,0.00544002711773,216,M20_horizontal
849.0,29.0,35.0,73.2817551963,-0.000434854579174,0.00241387947588,271,M20_horizontal
857.0,30.0665927567,35.0570962859,81.2741935484,-0.00103642016649,0.00483500093222,140,M20_horizontal
868.0,29.1204395571,37.3630833845,81.775462963,-0.000144972454889,0.00495129223768,322,M20_horizontal
834.5,29.0,35.0,95.1904761905,0.000493176143479,0.00222463533282,216,M20_horizontal
846.5,29.0,36.0,89.0450236967,0.000146580828926,0.00274497538805,254,M20_horizontal
861.5,31.0,35.0,76.4930555556,0.000129844678579,0.00140458864993,313,M20_horizontal
862.0,32.0,34.0,80.8475750577,-3.60352219241e-05,0.00444901548326,301,M20_horizontal
878.0,30.0,36.0,100.236080178,-0.000464450809681,0.00340100591726,327,M20_horizontal
876.5,31.0,35.0,104.476614699,0.00064004039628,0.00354275783818,257,M20_horizontal
862.0,28.4429253067,37.6563407675,93.8167053364,0.00315036096622,0.0170806108141,301,M20_horizontal
839.5,30.0,34.0,75.1796690307,-0.000167180770107,0.00214356687423,251,M20_horizontal
835.5,30.0,34.0,78.4595238095,0.000235478972264,0.00229490510488,286,M20_horizontal
861.0,31.0,35.0,76.4259259259,0.000361678662017,0.0070295751487,265,M20_horizontal
857.0,30.0,35.0,81.0207373272,-0.000345357414944,0.000886652866999,306,M20_horizontal
894.5,32.0,35.0,81.7516483516,0.000881607395845,0.00762987417447,286,M20_horizontal
858.0,31.0,34.0,80.7185354691,-0.000358967000947,0.00313001871109,272,M20_horizontal
862.5,31.0,35.0,102.133333333,0.000265230743478,0.00178216491202,236,M20_horizontal
848.5,29.0,35.0,101.256351039,0.00140596834956,0.00498651088895,267,M20_horizontal
870.0,28.7923600978,37.0,80.4477958237,-0.000410710546103,0.00149835733237,308,M20_horizontal
866.0,30.0,36.0,94.6146788991,-2.65957594037e-05,0.00221708034606,238,M20_horizontal
859.5,30.0,35.0,74.8512585812,0.00137804246766,0.0032170579111,118,M20_horizontal
862.0,31.0,35.0,98.9767981439,0.000334467230679,0.00624672575107,319,M20_horizontal
883.0,32.0,34.0,82.1991150442,4.3799420768e-07,0.00235524753991,155,M20_horizontal
889.5,32.0,35.0,80.5894039735,0.00138282028616,0.00641460438085,283,M20_horizontal
852.5,30.0,35.0,75.2453271028,0.00485890110334,0.0165033290784,180,M20_horizontal
857.0,31.0,34.0,78.3341013825,0.000610004345032,0.0036540955101,136,M20_horizontal
859.0,30.0,35.0,80.3325688073,-2.43244714258e-05,0.00129998326302,259,M20_horizontal
860.0,29.0,36.0,96.7649769585,0.000798326234023,0.00386834392945,200,M20_horizontal
839.0,30.0,34.0,76.9080188679,-0.000700484434619,0.00243414847835,104,M20_horizontal
877.5,31.0,35.0,78.1816143498,0.00208435197193,0.0144671297779,290,M20_horizontal
867.0,30.0,36.0,90.3729977117,0.0015870993939,0.00317102082466,274,M20_horizontal
892.0,31.0,36.0,100.799116998,-0.00107143235542,0.00256494045645,231,M20_horizontal
874.5,30.5941170816,35.6931365951,102.880630631,0.000274297545519,0.001197372024,221,M20_horizontal
870.5,30.0,35.0,74.5986547085,0.0025378246129,0.0134800203641,294,M20_horizontal
848.0,31.0,34.0,80.3176470588,-0.000133582538924,0.00112331827482,253,M20_horizontal
872.5,30.0,36.0,98.0589569161,0.000340944682179,0.00125985269092,259,M20_horizontal
841.0,31.0,34.0,78.9304556355,0.00103655174253,0.00234668364127,287,M20_horizontal
882.5,30.1496268634,37.3363094052,101.876404494,0.000389826059004,0.00255034554314,243,M20_horizontal
881.5,28.8617393793,37.1079506306,97.6410835214,2.9543158296e-05,0.00323865533649,220,M20_horizontal
887.5,31.0,36.0,87.8839285714,0.00110614561183,0.00348211931331,250,M20_horizontal
828.5,29.0,34.0,77.2677725118,-0.000551901691514,0.00170032424878,111,M20_horizontal
848.5,30.0,35.0,64.7605633803,0.000436092288162,0.00298332353433,254,M20_horizontal
861.0,31.0,34.0,75.7528604119,0.000673069193792,0.00379665841659,267,M20_horizontal
848.0,30.0,35.0,69.514084507,0.00084090917444,0.00871336678664,243,M20_horizontal
885.0,31.0,35.0,83.9735099338,0.00176960466929,0.00450245191243,146,M20_horizontal
603.0,16.0,57.0,47.2380952381,-0.00155766910938,0.0218900035322,172,M20_horizontal
851.5,30.0,35.0,75.058411215,0.000153372676696,0.000950019061565,118,M20_horizontal
877.5,31.0,35.0,76.2790178571,1.25869658588e-05,0.000957224910196,271,M20_horizontal
862.0,30.0,35.0,79.1768707483,0.00100023197276,0.00692163944244,280,M20_horizontal
864.0,31.0,35.0,100.259259259,0.000944522710348,0.0146266406304,302,M20_horizontal
881.5,32.0,35.0,102.418552036,5.21946279479e-05,0.000946255965031,236,M20_horizontal
832.0,30.0,34.0,70.1339712919,-0.000230388816333,0.00441216395513,235,M20_horizontal
878.5,31.0,35.0,104.08908686,0.0040855869885,0.0198733679166,278,M20_horizontal
875.0,31.0,35.0,87.625282167,0.000920319776032,0.00387662296232,229,M20_horizontal
855.5,29.0688837075,36.0555127546,100.839534884,0.000758467563638,0.00362332642078,222,M20_horizontal
875.5,31.0,35.0,95.2796420582,-0.0005278823305,0.00034925366155,350,M20_horizontal
1131.5,28.6530975638,43.0464865001,6.48469387755,0.0268819707846,0.0293571212953,564,R20_horizontal
1352.5,30.4630924235,52.8015151298,25.0815789474,0.0207439032508,0.0364886231796,760,R20_horizontal
1590.0,39.6232255123,43.931765273,46.2702702703,0.0174822770391,0.0335513861658,868,R20_horizontal
1170.0,30.083217913,41.2310562562,12.9608433735,0.0246494893344,0.0315459620679,599,R20_horizontal
1248.5,29.1204395571,50.0,16.8782234957,0.0225874206277,0.0308024449855,693,R20_horizontal
1563.0,38.4707681233,45.3982378513,47.0152284264,0.0188428652044,0.0314175382103,971,R20_horizontal
1472.5,30.0,55.0,30.0625,0.0189058817328,0.0321710479887,890,R20_horizontal
1542.5,33.1360830516,54.3323108288,48.2995824635,0.0183141479483,0.0295981911524,954,R20_horizontal
1529.5,30.0166620396,56.0802995712,45.9451575263,0.0202034989828,0.0290676930219,773,R20_horizontal
1505.5,29.5465734054,58.1807528312,45.5952941176,0.0202787139851,0.0301822123823,850,R20_horizontal
3066.0,28.8444102037,142.579802216,177.557474687,-0.000739673231784,0.0014896596921,1679,R20_horizontal
1277.0,28.6530975638,53.3385414124,30.6321167883,0.0231707155344,0.0289502332405,567,R20_horizontal
1599.0,34.7131099154,52.9528091795,52.1981613892,0.0176886643818,0.0310674154875,969,R20_horizontal
1444.0,40.0,44.2040722106,22.8381642512,0.0199340530146,0.0306807239309,821,R20_horizontal
1529.5,30.3644529014,57.2800139665,48.6648291069,0.0185681168172,0.0296201219113,884,R20_horizontal
1244.0,35.4682957019,42.5205832509,9.48489425982,0.0220573329086,0.0295976690638,620,R20_horizontal
1441.5,31.0,55.0,39.0228571429,0.0202303975467,0.0296223724727,875,R20_horizontal
1177.0,30.5941170816,41.9761837236,7.5223880597,0.0243513356299,0.0297284519364,647,R20_horizontal
1191.5,30.4138126515,41.4366987102,8.76801152738,0.0242536833173,0.0299970240245,639,R20_horizontal
1117.0,27.4590604355,43.7378554573,11.5039370079,0.0264591659369,0.0307782568215,633,R20_horizontal
1519.0,34.3656805549,53.600373133,47.7892473118,0.0184777530983,0.0292244687372,920,R20_horizontal
1292.0,29.4108823397,53.0094331228,27.3212735166,0.0232485592102,0.0291628571171,677,R20_horizontal
1625.0,35.7351367704,52.2015325446,48.7454361055,0.0176489776682,0.0293964066676,982,R20_horizontal
1604.0,40.4969134626,43.5660418216,47.2211640212,0.0166141805981,0.0313387953232,886,R20_horizontal
1169.0,30.083217913,41.2310562562,12.6862745098,0.0247614109616,0.0316134919038,595,R20_horizontal
1563.5,29.4108823397,58.2494635168,54.7568181818,0.0198462823487,0.0297249786556,874,R20_horizontal
1388.0,30.8058436015,54.4058820349,34.4545454545,0.0225945577833,0.0288651000598,706,R20_horizontal
1466.0,38.9486841883,43.1856457634,44.0877192982,0.0175017379028,0.0311075140536,728,R20_horizontal
1248.0,31.0483493925,44.3846820423,21.6680555556,0.0239390042269,0.0301694298784,716,R20_horizontal
1276.0,37.0135110466,43.4165866922,12.4647482014,0.0222732534187,0.0299531274165,631,R20_horizontal
1581.5,33.7342555869,54.1294744109,30.4539813857,0.0191876001633,0.0290539074762,965,R20_horizontal
1586.5,31.4006369362,57.8013840665,49.9730941704,0.0198436411212,0.028396384069,834,R20_horizontal
1319.0,30.2324329157,51.6139516023,21.1664315938,0.0216292132824,0.0301199977845,707,R20_horizontal
1611.5,39.0512483795,47.5078940809,50.0662393162,0.0161281031825,0.0292013671801,805,R20_horizontal
1625.5,40.4598566483,44.687805943,52.0242105263,0.016579586522,0.0292997458881,872,R20_horizontal
1522.5,37.0,47.0,52.4148606811,0.0189310194898,0.0321675519201,947,R20_horizontal
1622.0,39.2045915678,43.4165866922,51.2710970464,0.0164948329748,0.030886584203,896,R20_horizontal
1542.0,30.4138126515,56.639209034,43.0354191263,0.0207757082472,0.0292229714157,825,R20_horizontal
1520.5,29.0688837075,58.137767415,48.621653085,0.0200149340674,0.0299415610661,859,R20_horizontal
1475.5,28.8617393793,56.7538544947,39.6104046243,0.0198410044042,0.0298317034203,858,R20_horizontal
1083.0,28.0,41.0,12.6806853583,0.0238435239051,0.0306534670954,642,R20_horizontal
1663.0,40.3112887415,43.9089968002,44.993,0.0176920133955,0.0306296176795,978,R20_horizontal
2677.0,28.1780056072,135.11846654,174.898706897,-0.00367010716038,-0.00142079443414,1392,R20_horizontal
1621.0,38.5875627631,49.7393204618,51.062170706,0.0174823097775,0.0295601616165,886,R20_horizontal
1455.5,38.0525951809,50.0399840128,38.0399543379,0.0203467063668,0.0305141748227,830,R20_horizontal
1380.0,34.4818792991,50.2891638427,17.3511830635,0.0224711565839,0.0351624017985,774,R20_horizontal
1618.0,39.1152144312,49.0917508345,51.3695881732,0.0169124348234,0.029579837772,875,R20_horizontal
3004.5,28.8444102037,140.356688476,177.359193647,-0.000927422205992,0.00119417097136,1637,R20_horizontal
1535.5,30.083217913,58.3095189485,48.8312570781,0.0195070231457,0.0298325207858,854,R20_horizontal
1503.5,28.4604989415,57.8705451849,43.3188073394,0.019936140518,0.029788482791,860,R20_horizontal
1577.0,30.4138126515,58.137767415,54.8157894737,0.0193058765504,0.0303569149446,784,R20_horizontal
1619.0,37.5898922584,49.6487663492,46.3156779661,0.0171906100188,0.0293842360929,914,R20_horizontal
1590.0,34.9284983931,52.172789843,51.6673532441,0.0176280430299,0.0310919262177,955,R20_horizontal
1561.5,29.1547594742,57.8013840665,54.4515393387,0.0207579596839,0.0306465572254,862,R20_horizontal
1407.0,31.0,53.0,38.2736842105,0.0211898692407,0.029537209805,855,R20_horizontal
1484.0,31.0,54.0,43.1017316017,0.0191861640982,0.0293841879619,924,R20_horizontal
1125.5,29.0,41.0,9.35007385524,0.0245715766274,0.0302328126505,676,R20_horizontal
1697.0,37.6563407675,50.9901951359,57.0757156048,0.0170657715063,0.0325747420829,1002,R20_horizontal
1569.5,30.4138126515,58.137767415,47.2073170732,0.0191263227678,0.0303588152898,813,R20_horizontal
1522.0,29.5465734054,56.8594759033,45.3371958285,0.0203665848927,0.0297803938667,841,R20_horizontal
1268.5,36.0555127546,42.4381903478,12.2711621234,0.021895588636,0.0317618776309,643,R20_horizontal
1336.5,37.6961536499,42.1544778167,15.6605744125,0.02127165147,0.0299574993996,764,R20_horizontal
1338.5,31.3209195267,51.2445119013,22.7607843137,0.0211743938419,0.0296367369592,677,R20_horizontal
1572.5,30.4138126515,58.137767415,54.631753032,0.0187510004996,0.0323649992258,728,R20_horizontal
1630.5,38.6005181312,48.6004115209,50.6477392219,0.0172345735129,0.0293749759503,883,R20_horizontal
1594.5,34.7131099154,52.9528091795,49.1768916155,0.0177503028972,0.0295048790673,978,R20_horizontal
1129.0,28.6356421266,42.7551166529,12.2359375,0.0274587500798,0.0324411716531,626,R20_horizontal
1269.0,31.4006369362,44.4072066223,23.2960526316,0.0235399542216,0.0333636290478,760,R20_horizontal
1675.5,37.1079506306,53.3666562565,55.2351834431,0.0174563216475,0.0322806229632,1053,R20_horizontal
1625.0,32.6496554346,56.8506816142,49.9135667396,0.0190798481546,0.0290718902793,755,R20_horizontal
1435.0,29.6141857899,57.0701322935,37.1090047393,0.0205813586948,0.0293396263562,844,R20_horizontal
1592.5,39.2045915678,45.2769256907,51.123902439,0.0176856735959,0.0319531340307,1017,R20_horizontal
1519.0,30.4138126515,56.8242905807,45.6349942063,0.0197022140566,0.0302488496788,783,R20_horizontal
1313.5,29.0,53.7401153702,35.9152298851,0.0228528276158,0.0311906081763,601,R20_horizontal
1581.0,39.8120584748,43.8634243989,47.8984126984,0.0174275354456,0.0294759364512,888,R20_horizontal
1374.0,38.0131556175,42.4852915725,16.8426395939,0.0218274546473,0.0315395747216,785,R20_horizontal
1288.5,29.6984848098,50.2095608425,20.0147710487,0.0218178211384,0.0308370884499,674,R20_horizontal
1440.5,30.5941170816,55.9016994375,38.5916666667,0.0207935756303,0.0295649769902,840,R20_horizontal
1328.0,30.0,53.4134814443,24.9986225895,0.0208378991337,0.0312348407025,723,R20_horizontal
1126.5,28.4429253067,42.7551166529,10.8100470958,0.0260274564022,0.0296794098966,635,R20_horizontal
1556.0,39.2173431023,44.2718872424,46.5835095137,0.0172793223254,0.029353937964,911,R20_horizontal
1254.5,30.0166620396,49.7393204618,16.3562874251,0.0252083521781,0.0298582465993,597,R20_horizontal
1318.5,29.0,53.7401153702,35.4114285714,0.0221680120302,0.0311448152112,517,R20_horizontal
1123.0,29.0,40.0,9.51173020528,0.0249179956065,0.0311866973208,681,R20_horizontal
1621.0,41.4366987102,44.598206242,47.890672016,0.0183465081273,0.0305473164303,966,R20_horizontal
1329.0,30.8058436015,53.0094331228,24.8082191781,0.0217171135765,0.0351212111988,730,R20_horizontal
1246.5,35.3553390593,42.4264068712,9.55639097744,0.0240125096213,0.0296705874304,620,R20_horizontal
1633.0,38.6005181312,48.6004115209,51.0127118644,0.0167206431176,0.0292477045547,886,R20_horizontal
1119.5,27.892651362,43.4165866922,10.0627009646,0.0267576414013,0.0293706356613,615,R20_horizontal
1562.0,30.2324329157,57.6888204074,49.0382387022,0.0202255881268,0.0298794656327,861,R20_horizontal
1412.0,31.1448230048,55.2268050859,39.6196682464,0.020616636675,0.0294608125954,828,R20_horizontal
1260.0,33.8378486314,43.6577599059,12.331884058,0.0247282996152,0.0311355382988,636,R20_horizontal
1408.5,32.0156211872,55.6057550978,37.949044586,0.0222560496379,0.0284669139222,773,R20_horizontal
1522.5,36.0,47.0,51.6196319018,0.0187621694967,0.0330013285081,970,R20_horizontal
1442.5,31.0,55.0,39.8630136986,0.020623704494,0.0284570225049,876,R20_horizontal
1232.0,31.0,43.0,25.3731739708,0.0243993313943,0.0335848061811,717,R20_horizontal
1607.5,40.6078810085,44.2040722106,52.7505307856,0.0169407650695,0.0293715052583,910,R20_horizontal
1133.5,28.6530975638,42.0594816896,7.18813559322,0.0259898962183,0.0287760856387,580,R20_horizontal
1372.0,34.9284983931,48.8466989673,16.4172932331,0.0223197814594,0.0315898684009,785,R20_horizontal
1095.0,27.0,42.0,19.4862385321,0.0267854927522,0.0320712024275,637,R20_horizontal
1397.0,31.9061122671,54.3783044973,33.7356321839,0.0236849303452,0.0310767685423,781,R20_horizontal
1611.5,32.5269119346,56.5685424949,49.5016538037,0.0195673755542,0.0290781113851,744,R20_horizontal
2964.5,29.1547594742,139.942845476,175.142324425,-0.0041640086911,-0.00173079339363,1609,R20_horizontal
1094.5,27.0,43.0,12.3850931677,0.0250979389585,0.0317671705969,644,R20_horizontal
1504.0,29.0688837075,56.3648826842,45.9274004684,0.0202605825962,0.0291733826809,791,R20_horizontal
1610.0,34.5398320783,54.2309874518,52.3567010309,0.018374744587,0.0310988206949,935,R20_horizontal
1243.5,29.5296461205,50.1198563446,16.3540090772,0.0224494550007,0.0295963547348,633,R20_horizontal
1512.0,37.0,46.0,45.7536231884,0.0195528566165,0.0312916788683,961,R20_horizontal
1538.5,38.4707681233,44.5533388199,51.252814739,0.0197907168916,0.0322302623799,976,R20_horizontal
1586.5,37.1618083521,50.5667875191,48.4561213434,0.0176044335524,0.0313738436899,902,R20_horizontal
1615.0,35.7351367704,53.4509120596,53.3995963673,0.0186085551711,0.0331905217281,988,R20_horizontal
1455.5,29.1547594742,55.2268050859,32.2852311161,0.0194966551898,0.0299961128427,885,R20_horizontal
1619.5,41.1096095822,43.931765273,37.9521276596,0.0173113093182,0.0294358021486,940,R20_horizontal
1623.5,39.6232255123,45.2769256907,49.9617021277,0.016370983859,0.0320412818718,825,R20_horizontal
1494.0,37.0,46.0,50.0042105263,0.0186990129357,0.0292163778056,920,R20_horizontal
1520.5,28.6530975638,58.6685605755,49.8909952607,0.0197735503628,0.0291914959019,835,R20_horizontal
220.0,17.0,19.0,186.095238095,-0.0013079108919,-0.0013079108919,21,R20_horizontal
1404.0,31.0,55.0,38.7817745803,0.0216289293569,0.029661434625,830,R20_horizontal
1592.5,29.6816441593,58.5234995536,55.129753915,0.0205985793243,0.029936365251,894,R20_horizontal
1620.0,39.9624824054,44.1021541424,52.6263048017,0.0166465505069,0.0315444003617,881,R20_horizontal
1440.5,31.0,55.0,36.9037800687,0.0196916051401,0.0293372191954,872,R20_horizontal
1340.0,30.886890423,52.3545604508,25.9986595174,0.020070495767,0.0280732588485,731,R20_horizontal
1070.5,28.0178514522,39.0512483795,20.0503144654,0.0253175895573,0.0292483778336,636,R20_horizontal
1474.5,29.4278779391,55.7314991724,35.1904231626,0.0185901339736,0.0296778524506,878,R20_horizontal
1394.5,32.2024843762,52.3259018078,33.5606060606,0.022752423125,0.0298625033349,754,R20_horizontal
1549.5,34.7131099154,53.1507290637,47.3544303797,0.0189399766088,0.029541227147,938,R20_horizontal
1576.5,40.249223595,43.8292140016,50.7770700637,0.0178451731089,0.0294350700883,873,R20_horizontal
1605.5,38.275318418,47.7074417675,45.8629550321,0.0179841215272,0.0294478935776,884,R20_horizontal
1357.5,36.235341864,47.8852795753,17.1096938776,0.0220327828083,0.0312083698033,769,R20_horizontal
1613.0,41.0121933088,45.2548339959,46.197228145,0.016629572127,0.0315243161663,855,R20_horizontal
1340.5,30.8058436015,53.0094331228,25.0953678474,0.0226615903278,0.0342312641442,732,R20_horizontal
3579.5,32.7566787083,148.354305634,178.867073744,-0.00125762643568,0.00248074734827,2129,R20_horizontal
1155.0,30.2654919008,41.3037528561,11.575,0.0247013371788,0.0296611621617,672,R20_horizontal
